company_x,esg_rating,stock_name,company_y,roe,company,code,market_cap
,,,,,Tompkins Financial,TMP,$0.79 B
,,,,,Pharming Group,PHAR,$0.79 B
,,,,,Sun Country Airlines,SNCY,$0.79 B
,,,,,Mativ Holdings,MATV,$0.79 B
,,,,,Intercept Pharmaceuticals,ICPT,$0.79 B
,,,,,Bel Fuse,BELFB,$0.79 B
,,,,,Cross Country Healthcare,CCRN,$0.79 B
,,,,,Savaria Corporation,SIS.TO,$0.79 B
,,,,,MarineMax,HZO,$0.79 B
,,,,,Riskified,RSKD,$0.79 B
,,,,,Trustpilot Group,TRST.L,$0.79 B
,,,,,u-blox,UBXN.SW,$0.78 B
,,,,,Sligro Food,SLIGR.AS,$0.78 B
,,,,,OPKO Health,OPK,$0.78 B
,,,,,Icosavax,ICVX,$0.78 B
,,,,,Amalgamated Financial,AMAL,$0.78 B
,,,,,Singapore Post,S08.SI,$0.78 B
,,,,,Paul Hartmann,PHH2.F,$0.78 B
,,,,,CBL Properties,CBL,$0.78 B
,,,,,Weave Communications,WEAV,$0.78 B
,,,,,Pediatrix Medical Group,MD,$0.78 B
,,,,,Barloworld,BAW.JO,$0.78 B
,,,,,Repay Holdings,RPAY,$0.78 B
,,,,,"Sturm, Ruger & Co",RGR,$0.78 B
,,,,,Bristow Group,VTOL,$0.77 B
,,,,,Community Trust Bancorp,CTBI,$0.77 B
,,,,,TCG BDC,CGBD,$0.77 B
,,,,,International Money Express,IMXI,$0.77 B
,,,,,Petco,WOOF,$0.77 B
,,,,,Transport Corporation of India,TCI.NS,$0.77 B
,,,,,PubMatic,PUBM,$0.77 B
,,,,,Chow Sang Sang Holdings,0116.HK,$0.77 B
,,,,,Cerence,CRNC,$0.77 B
,,,,,Editas Medicine,EDIT,$0.77 B
,,,,,Westlake Chemical Partners,WLKP,$0.77 B
,,,,,CEWE,CWC.F,$0.77 B
,,,,,Paysafe,PSFE,$0.77 B
,,,,,MOIL,MOIL.NS,$0.76 B
,,,,,Telkom SA,TKG.JO,$0.76 B
,,,,,AdvanSix,ASIX,$0.76 B
,,,,,VRL Logistics,VRLLOG.NS,$0.76 B
,,,,,Applied Blockchain,APLD,$0.76 B
,,,,,Al Meera Consumer Goods Company,MERS.QA,$0.76 B
,,,,,Aktia Bank,AKTIA.HE,$0.76 B
,,,,,Revance Therapeutics,RVNC,$0.76 B
,,,,,Ethan Allen,ETD,$0.76 B
,,,,,Zymeworks,ZYME,$0.76 B
,,,,,REGENXBIO,RGNX,$0.76 B
,,,,,Precision Drilling Corporation,PDS,$0.76 B
,,,,,PostNL,PNL.AS,$0.76 B
,,,,,Borosil,BORORENEW.NS,$0.76 B
,,,,,Revenio,REG1V.HE,$0.76 B
,,,,,Zeal Network,TIMA.F,$0.76 B
,,,,,Grieg Seafood,GSF.OL,$0.76 B
,,,,,Overstock.com,OSTK,$0.76 B
,,,,,Nabors Industries,NBR,$0.75 B
,,,,,Avidity Biosciences,RNA,$0.75 B
,,,,,BJ's Restaurants,BJRI,$0.75 B
,,,,,Mavi Giyim Sanayi ve Ticaret,MAVI.IS,$0.75 B
,,,,,BrightSphere Investment Group,BSIG,$0.75 B
,,,,,Alpha & Omega Semiconductor,AOSL,$0.75 B
,,,,,Associated Capital Group,AC,$0.75 B
,,,,,Centessa Pharmaceuticals,CNTA,$0.75 B
,,,,,HilleVax,HLVX,$0.75 B
,,,,,Symphony Limited,SYMPHONY.NS,$0.75 B
,,,,,Jindal Worldwide,JINDWORLD.NS,$0.75 B
,,,,,Conduent,CNDT,$0.75 B
,,,,,IRSA Inversiones y Representaciones,IRS,$0.75 B
,,,,,Intchains Group,ICG,$0.75 B
,,,,,Healthcare Services Group,HCSG,$0.75 B
,,,,,Shoe Carnival,SCVL,$0.75 B
,,,,,3D Systems,DDD,$0.75 B
,,,,,Ducommun,DCO,$0.75 B
,,,,,Rovio Entertainment,ROVIO.HE,$0.75 B
,,,,,Shui On Land,0272.HK,$0.75 B
,,,,,PolyNovo,PNV.AX,$0.75 B
,,,,,Infibeam Avenues,INFIBEAM.NS,$0.74 B
,,,,,Tata Coffee,TATACOFFEE.NS,$0.74 B
,,,,,BrightView,BV,$0.74 B
,,,,,OmniAb,OABI,$0.74 B
,,,,,Nazara Technologies,NAZARA.NS,$0.74 B
,,,,,ACELYRIN,SLRN,$0.74 B
,,,,,CryoPort,CYRX,$0.74 B
,,,,,Methode Electronics,MEI,$0.74 B
,,,,,Iguatemi,IGTI3.SA,$0.74 B
,,,,,Dril-Quip,DRQ,$0.74 B
,,,,,Cardinal Energy,CJ.TO,$0.74 B
,,,,,Karooooo,KARO,$0.74 B
,,,,,Diversified Energy,DEC.L,$0.74 B
,,,,,Lifezone Metals,LZM,$0.74 B
,,,,,Radius Recycling (Schnitzer Steel),RDUS,$0.74 B
,,,,,Rhön-Klinikum,RHK.DE,$0.74 B
,,,,,Meiko Electronics,6787.T,$0.74 B
,,,,,Klöckner & Co,KCO.DE,$0.73 B
,,,,,Kelly Services,KELYA,$0.73 B
,,,,,Matterport,MTTR,$0.73 B
,,,,,CVR Partners,UAN,$0.73 B
,,,,,New York Mortgage Trust,NYMT,$0.73 B
,,,,,Olympic Steel,ZEUS,$0.73 B
,,,,,NGL Energy Partners,NGL,$0.73 B
,,,,,Barrett Business Services,BBSI,$0.73 B
,,,,,DRDGOLD,DRD,$0.73 B
,,,,,Pitney Bowes,PBI,$0.73 B
,,,,,Osisko Mining,OSK.TO,$0.73 B
,,,,,Patrizia Immobilien,P1Z.VI,$0.72 B
,,,,,Ambac,AMBC,$0.72 B
,,,,,PennantPark Floating Rate,PFLT,$0.72 B
,,,,,SilverBow Resources,SBOW,$0.72 B
,,,,,SunPower,SPWR,$0.72 B
,,,,,Genco Shipping & Trading,GNK,$0.72 B
,,,,,Italtile,ITE.JO,$0.72 B
,,,,,Universal Logistics Holdings,ULH,$0.72 B
,,,,,Treace Medical Concepts,TMCI,$0.72 B
,,,,,Jeju Air,089590.KS,$0.72 B
,,,,,Cellcom Israel,CEL.TA,$0.72 B
,,,,,AO World,AO.L,$0.72 B
,,,,,Mission Produce,AVO,$0.72 B
,,,,,Hawaiian Airlines,HA,$0.71 B
,,,,,OrthoPediatrics,KIDS,$0.71 B
,,,,,KYORIN Pharmaceutical,4569.T,$0.71 B
,,,,,Summit Hotel Properties,INN,$0.71 B
,,,,,Heritage Financial,HFWA,$0.71 B
,,,,,Aker Carbon Capture,ACC.OL,$0.71 B
,,,,,Viad,VVI,$0.71 B
,,,,,Gujarat Alkalies and Chemicals,GUJALKALI.NS,$0.71 B
,,,,,Lassonde Industries,LAS-A.TO,$0.71 B
,,,,,Sterlite Technologies,STLTECH.NS,$0.71 B
,,,,,Oatly,OTLY,$0.71 B
,,,,,Insteel Industries,IIIN,$0.71 B
,,,,,Zengame Technology,2660.HK,$0.71 B
,,,,,Artivion,AORT,$0.71 B
,,,,,Dine Brands Global,DIN,$0.71 B
,,,,,Juventus Turin,JUVE.MI,$0.71 B
,,,,,Técnicas Reunidas,TRE.MC,$0.71 B
,,,,,MediaAlpha,MAX,$0.71 B
,,,,,Haynes International,HAYN,$0.70 B
,,,,,Nitta Corporation,5186.T,$0.70 B
,,,,,Allied Group Limited,0373.HK,$0.70 B
,,,,,Wemade,112040.KQ,$0.70 B
,,,,,Digimarc,DMRC,$0.70 B
,,,,,Omega Flex,OFLX,$0.70 B
,,,,,Sky Harbour Group,SKYH,$0.70 B
,,,,,Property For Industry,PFI.NZ,$0.70 B
,,,,,PureTech Health,PRTC,$0.70 B
,,,,,Global Medical REIT,GMRE,$0.70 B
,,,,,Medifast,MED,$0.70 B
,,,,,Tsakos Energy Navigation,TNP,$0.70 B
,,,,,Myers Industries,MYE,$0.70 B
,,,,,BOE Varitronix,0710.HK,$0.69 B
,,,,,Olema Pharmaceuticals,OLMA,$0.69 B
,,,,,Earth Corporation,4985.T,$0.69 B
,,,,,Evolv Technologies,EVLV,$0.69 B
,,,,,Eagle Point Credit Company,ECC,$0.69 B
,,,,,Nevro,NVRO,$0.69 B
,,,,,Hutchison Telecommunications Hong Kong Holdings,0215.HK,$0.69 B
,,,,,Interface,TILE,$0.69 B
,,,,,Community Healthcare Trust,CHCT,$0.69 B
,,,,,Red 5 Limited,RED.AX,$0.69 B
,,,,,Gree,3632.T,$0.69 B
,,,,,Ponsse,PON1V.HE,$0.69 B
,,,,,Teekay,TK,$0.69 B
,,,,,CRA International,CRAI,$0.69 B
,,,,,Tiptree,TIPT,$0.69 B
,,,,,Silence Therapeutics,SLN,$0.69 B
,,,,,Gabriel India,GABRIEL.NS,$0.69 B
,,,,,PTC India,PTC.NS,$0.69 B
,,,,,Great Southern Bancorp,GSBC,$0.69 B
,,,,,Old Second Bancorp,OSBC,$0.69 B
,,,,,Biolife Solutions,BLFS,$0.69 B
,,,,,PolyPeptide Group,PPGN.SW,$0.69 B
,,,,,Atrion,ATRI,$0.68 B
,,,,,Orient Cement,ORIENTCEM.NS,$0.68 B
,,,,,Cathay Real Estate Development,2501.TW,$0.68 B
,,,,,Yext,YEXT,$0.68 B
,,,,,Dynex Capital,DX,$0.68 B
,,,,,Thryv,THRY,$0.68 B
,,,,,OTC Markets Group,OTCM,$0.68 B
,,,,,China Yongda Automobiles Services,3669.HK,$0.68 B
,,,,,ProAssurance,PRA,$0.68 B
,,,,,Universal Technical Institute,UTI,$0.68 B
,,,,,Astra Microwave,ASTRAMICRO.NS,$0.68 B
,,,,,B. Riley Financial,RILY,$0.68 B
,,,,,Softchoice,SFTC.TO,$0.68 B
,,,,,Enviri Corporation,NVRI,$0.68 B
,,,,,QuinStreet,QNST,$0.68 B
,,,,,JSW Holdings,JSWHL.NS,$0.68 B
,,,,,Torrid,CURV,$0.67 B
,,,,,i3 Verticals,IIIV,$0.67 B
,,,,,South Indian Bank,SOUTHBANK.NS,$0.67 B
,,,,,National Energy Services Reunited,NESR,$0.67 B
,,,,,EuroGroup Laminations,EGLA.MI,$0.67 B
,,,,,Vera Therapeutics,VERA,$0.67 B
,,,,,CI&T,CINT,$0.67 B
,,,,,Travere Therapeutics,TVTX,$0.67 B
,,,,,FuelCell Energy,FCEL,$0.67 B
,,,,,P3 Health Partners,PIII,$0.67 B
,,,,,Ontex Group,ONTEX.BR,$0.67 B
,,,,,CECO Environmental,CECO,$0.67 B
,,,,,Adaptive Biotechnologies,ADPT,$0.67 B
,,,,,Abivax,ABVX,$0.67 B
,,,,,Café de Coral,0341.HK,$0.67 B
,,,,,A-Mark Precious Metals,AMRK,$0.67 B
,,,,,Planet Labs,PL,$0.67 B
,,,,,Jaypee Group,JPASSOCIAT.NS,$0.66 B
,,,,,Radware,RDWR,$0.66 B
,,,,,LSB Industries,LXU,$0.66 B
,,,,,Mobico Group,MCG.L,$0.66 B
,,,,,Ispire Technology,ISPR,$0.66 B
,,,,,Alector,ALEC,$0.66 B
,,,,,UP Fintech (Tiger Brokers),TIGR,$0.66 B
,,,,,Olvi plc,OLVAS.HE,$0.66 B
,,,,,ALX Oncology,ALXO,$0.66 B
,,,,,HOMAG Group,HG1.F,$0.66 B
,,,,,HBT Financial,HBT,$0.65 B
,,,,,MoneyLion,ML,$0.65 B
,,,,,Tarsus Pharmaceuticals,TARS,$0.65 B
,,,,,Nextdoor,KIND,$0.65 B
,,,,,Snap One,SNPO,$0.65 B
,,,,,Suprajit Engineering,SUPRAJIT.NS,$0.65 B
,,,,,Kaman,KAMN,$0.65 B
,,,,,Locaweb,LWSA3.SA,$0.65 B
,,,,,Ethos Watches,ETHOSLTD.NS,$0.65 B
,,,,,Trinity Capital,TRIN,$0.65 B
,,,,,Bicycle Therapeutics,BCYC,$0.65 B
,,,,,ASOS,ASC.L,$0.65 B
,,,,,Establishment Labs,ESTA,$0.65 B
,,,,,Boohoo Group,BOO.L,$0.65 B
,,,,,Gateway Distriparks,GATEWAY.NS,$0.65 B
,,,,,Trican Well Service,TCW.TO,$0.65 B
,,,,,Digital Turbine,APPS,$0.64 B
,,,,,Jupiter Fund Management,JUP.L,$0.64 B
,,,,,Greenpanel Industries,GREENPANEL.NS,$0.64 B
,,,,,Perimeter Solutions,PRM,$0.64 B
,,,,,1-800-Flowers,FLWS,$0.64 B
,,,,,Alamar Foods Company,6014.SR,$0.64 B
,,,,,Hudson Technologies,HDSN,$0.64 B
,,,,,BigCommerce,BIGC,$0.64 B
,,,,,Harbour Centre Development,0051.HK,$0.64 B
,,,,,Dah Sing Financial,0440.HK,$0.64 B
,,,,,New Found Gold,NFGC,$0.64 B
,,,,,Digital World Acquisition,DWAC,$0.64 B
,,,,,RattanIndia Power,RTNPOWER.NS,$0.64 B
,,,,,Tian An China Investments Company,0028.HK,$0.64 B
,,,,,YG Entertainment,122870.KQ,$0.64 B
,,,,,MPC Container Ships,MPCC.OL,$0.64 B
,,,,,E. W. Scripps Company,SSP,$0.64 B
,,,,,Calliditas Therapeutics,CALT,$0.63 B
,,,,,Movado,MOV,$0.63 B
,,,,,Kimball Electronics,KE,$0.63 B
,,,,,Vimeo,VMEO,$0.63 B
,,,,,Vital Farms,VITL,$0.63 B
,,,,,Titan Machinery,TITN,$0.63 B
,,,,,GDI Integrated Facility Services,GDI.TO,$0.63 B
,,,,,Blend Labs,BLND,$0.63 B
,,,,,DEUTZ,DEZ.DE,$0.63 B
,,,,,Mercantile Bank,MBWM,$0.63 B
,,,,,Baladna,BLDN.QA,$0.62 B
,,,,,TerrAscend,TSND.TO,$0.62 B
,,,,,Stillfront Group,SF.ST,$0.62 B
,,,,,Force Motors,FORCEMOT.NS,$0.62 B
,,,,,Asiana Airlines,020560.KS,$0.62 B
,,,,,G8 Education,GEM.AX,$0.62 B
,,,,,Sun Hung Kai & Co.,0086.HK,$0.62 B
,,,,,Douglas Dynamics,PLOW,$0.62 B
,,,,,Heidelbergcement India,HEIDELBERG.NS,$0.62 B
,,,,,Fission Uranium,FCU.TO,$0.62 B
,,,,,Peakstone Realty Trust,PKST,$0.62 B
,,,,,Nykode Therapeutics,NYKD.OL,$0.62 B
,,,,,MacroGenics,MGNX,$0.62 B
,,,,,Chuy's,CHUY,$0.62 B
,,,,,Argan,AGX,$0.62 B
,,,,,Converge Technology Solutions,CTS.TO,$0.62 B
,,,,,Gokaldas Exports,GOKEX.NS,$0.62 B
,,,,,Univest,UVSP,$0.62 B
,,,,,Shenzhen Zqgame,300052.SZ,$0.62 B
,,,,,enCore Energy,EU,$0.62 B
,,,,,Wolverine World Wide,WWW,$0.62 B
,,,,,SunOpta,STKL,$0.62 B
,,,,,CVRx,CVRX,$0.62 B
,,,,,Vitesse Energy,VTS,$0.62 B
,,,,,Preformed Line Products,PLPC,$0.62 B
,,,,,Wave Life Sciences,WVE,$0.61 B
,,,,,Rain Industries,RAIN.NS,$0.61 B
,,,,,Indus Holding,INH.F,$0.61 B
,,,,,DoubleUGames,192080.KS,$0.61 B
,,,,,Greatland Gold,GGP.L,$0.61 B
,,,,,Puravankara,PURVA.NS,$0.61 B
,,,,,SWCC Corporation,5805.T,$0.61 B
,,,,,Horizon Bancorp,HBNC,$0.61 B
,,,,,Arnoldo Mondadori Editore,MN.MI,$0.61 B
,,,,,AerSale,ASLE,$0.61 B
,,,,,Anterix,ATEX,$0.61 B
,,,,,Core Scientific,CORZQ,$0.60 B
,,,,,Ardmore Shipping,ASC,$0.60 B
,,,,,The Hackett Group,HCKT,$0.60 B
,,,,,Energy Resources of Australia,ERA.AX,$0.60 B
,,,,,Despegar,DESP,$0.60 B
,,,,,Cass Information Systems,CASS,$0.60 B
,,,,,Gogoro,GGR,$0.60 B
,,,,,Bouvet,BOUV.OL,$0.60 B
,,,,,National Fertilizers,NFL.NS,$0.60 B
,,,,,Fusion Pharmaceuticals,FUSN,$0.60 B
,,,,,Orient Electric,ORIENTELEC.NS,$0.60 B
,,,,,Soft-World International,5478.TWO,$0.60 B
,,,,,CareDx,CDNA,$0.60 B
,,,,,Marinus Pharmaceuticals,MRNS,$0.60 B
,,,,,International General Insurance,IGIC,$0.59 B
,,,,,Evolus,EOLS,$0.59 B
,,,,,Smith & Wesson,SWBI,$0.59 B
,,,,,PropertyGuru,PGRU,$0.59 B
,,,,,CION Investment,CION,$0.59 B
,,,,,Kaiser (China) Culture,002425.SZ,$0.59 B
,,,,,ECN Capital,ECN.TO,$0.59 B
,,,,,SES AI,SES,$0.59 B
,,,,,Clearwater Paper,CLW,$0.59 B
,,,,,OraSure Technologies,OSUR,$0.59 B
,,,,,Altimmune,ALT,$0.59 B
,,,,,Wonderla Holidays,WONDERLA.NS,$0.59 B
,,,,,Deep Yellow,DYL.AX,$0.59 B
,,,,,XD Inc.,2400.HK,$0.59 B
,,,,,Farmland Partners,FPI,$0.59 B
,,,,,MetroCity Bankshares,MCBS,$0.59 B
,,,,,SmarTone Telecommunications,0315.HK,$0.59 B
,,,,,nLIGHT,LASR,$0.59 B
,,,,,Acco Brands,ACCO,$0.59 B
,,,,,SmartRent,SMRT,$0.59 B
,,,,,Heritage Commerce,HTBK,$0.59 B
,,,,,COMPASS Pathways,CMPS,$0.59 B
,,,,,Savara Pharmaceuticals,SVRA,$0.59 B
,,,,,Mercer International,MERC,$0.58 B
,,,,,Tallink Grupp,T5N.F,$0.58 B
,,,,,TXO Energy Partners,TXO,$0.58 B
,,,,,Marimekko,MEKKO.HE,$0.58 B
,,,,,Pacific Century Regional Developments,P15.SI,$0.58 B
,,,,,Transport International Holdings,0062.HK,$0.58 B
,,,,,Care Property Invest NV,CPINV.BR,$0.58 B
,,,,,Southern Missouri Bancorp,SMBC,$0.58 B
,,,,,ATN International,ATNI,$0.58 B
,,,,,Sri Trang Gloves,STGT.BK,$0.58 B
,,,,,Black Box,BBOX.NS,$0.58 B
,,,,,Canaccord Genuity Group,CF.TO,$0.58 B
,,,,,Metropolitan Bank Holding,MCB,$0.58 B
,,,,,FRP Holdings,FRPH,$0.58 B
,,,,,TrustCo Bank,TRST,$0.58 B
,,,,,AN2 Therapeutics,ANTX,$0.58 B
,,,,,iRadimed,IRMD,$0.57 B
,,,,,Novavax,NVAX,$0.57 B
,,,,,Hanmi Financial,HAFC,$0.57 B
,,,,,Tetra Technologies,TTI,$0.57 B
,,,,,NHN Corp,181710.KS,$0.57 B
,,,,,CommScope,COMM,$0.57 B
,,,,,Tunas Ridean,TURI.JK,$0.57 B
,,,,,RCI Hospitality Holdings,RICK,$0.57 B
,,,,,Theravance Biopharma,TBPH,$0.57 B
,,,,,Vinci Partners,VINP,$0.57 B
,,,,,ModivCare,MODV,$0.57 B
,,,,,Bertrandt,BDT.DE,$0.56 B
,,,,,Eagle Bulk Shipping,EGLE,$0.56 B
,,,,,Havertys,HVT,$0.56 B
,,,,,West Coast Paper Mills,WSTCSTPAPR.NS,$0.56 B
,,,,,Kearny Financial,KRNY,$0.56 B
,,,,,STRATEC,SBS.F,$0.56 B
,,,,,Hindustan Construction Company,HCC.NS,$0.56 B
,,,,,Kewal Kiran Clothing,KKCL.NS,$0.56 B
,,,,,ADTRAN,ADTN,$0.56 B
,,,,,AnaptysBio,ANAB,$0.56 B
,,,,,National Presto Industries,NPK,$0.56 B
,,,,,Secureworks,SCWX,$0.56 B
,,,,,SÜSS MicroTec,SMHN.DE,$0.56 B
,,,,,Allogene Therapeutics,ALLO,$0.56 B
,,,,,Covenant Logistics,CVLG,$0.56 B
,,,,,Aerovate Therapeutics,AVTE,$0.56 B
,,,,,Astronics Corporation,ATRO,$0.56 B
,,,,,PureCycle Technologies,PCT,$0.56 B
,,,,,Mitek Systems,MITK,$0.55 B
,,,,,Bally's Corporation,BALY,$0.55 B
,,,,,Aarti Drugs,AARTIDRUGS.NS,$0.55 B
,,,,,REC Silicon,RECSI.OL,$0.55 B
,,,,,North American Construction Group,NOA,$0.55 B
,,,,,PetIQ,PETQ,$0.55 B
,,,,,The Tinplate Company Of India,TINPLATE.NS,$0.55 B
,,,,,Lilium,LILM,$0.55 B
,,,,,Northfield Bancorp,NFBK,$0.55 B
,,,,,Riley Permian,REPX,$0.55 B
,,,,,Beyond Meat,BYND,$0.55 B
,,,,,stem,STEM,$0.55 B
,,,,,Allied Motion Technologies,AMOT,$0.55 B
,,,,,CTT - Correios De Portugal,CTT.LS,$0.55 B
,,,,,The Manitowoc Company,MTW,$0.55 B
,,,,,Thorne HealthTech,THRN,$0.55 B
,,,,,Longboard Pharmaceuticals,LBPH,$0.55 B
,,,,,Denny's,DENN,$0.55 B
,,,,,Newpark Resources,NR,$0.55 B
,,,,,Hinduja Global Solutions,HGS.NS,$0.55 B
,,,,,HarborOne Bancorp,HONE,$0.54 B
,,,,,Nano Dimension,NNDM,$0.54 B
,,,,,Mesa Laboratories,MLAB,$0.54 B
,,,,,Giordano,0709.HK,$0.54 B
,,,,,Enerflex,EFXT,$0.54 B
,,,,,MSTC Limited,MSTCLTD.NS,$0.54 B
,,,,,Heidrick & Struggles,HSII,$0.54 B
,,,,,Artis REIT,AX-UN.TO,$0.54 B
,,,,,Hexagon Composites,HEX.OL,$0.54 B
,,,,,Paisalo Digital,PAISALO.NS,$0.54 B
,,,,,Obsidian Energy,OBE,$0.54 B
,,,,,JTEKT India,JTEKTINDIA.NS,$0.54 B
,,,,,Ares Commercial Real Estate,ACRE,$0.54 B
,,,,,Norma Group,NOEJ.F,$0.54 B
,,,,,Neighbourly Pharmacy,NBLY.TO,$0.53 B
,,,,,Camden National Bank,CAC,$0.53 B
,,,,,Consolidated Water,CWCO,$0.53 B
,,,,,COLOPL,3668.T,$0.53 B
,,,,,Subros,SUBROS.NS,$0.53 B
,,,,,Villeroy & Boch,VIB3.DE,$0.53 B
,,,,,Cresco Labs,CRLBF,$0.53 B
,,,,,Nerdy,NRDY,$0.53 B
,,,,,Lindblad Expeditions,LIND,$0.53 B
,,,,,York Water,YORW,$0.53 B
,,,,,PORR,ABS2.F,$0.53 B
,,,,,Gladstone Commercial,GOOD,$0.53 B
,,,,,Weight Watchers,WW,$0.53 B
,,,,,Franklin Covey,FC,$0.53 B
,,,,,DXP Enterprises,DXPE,$0.53 B
,,,,,Brasil Agro,LND,$0.53 B
,,,,,Supermax Corporation Berhad,7106.KL,$0.53 B
,,,,,Forge Global,FRGE,$0.53 B
,,,,,SoundHound AI,SOUN,$0.53 B
,,,,,Zhihu,ZH,$0.52 B
,,,,,Ituran,ITRN,$0.52 B
,,,,,Independent Bank (Michigan),IBCP,$0.52 B
,,,,,Gulf Warehousing Company,GWCS.QA,$0.52 B
,,,,,Liquidity Services,LQDT,$0.52 B
,,,,,Phathom Pharmaceuticals,PHAT,$0.52 B
,,,,,PlayWay,PLW.WA,$0.52 B
,,,,,Berry Corporation,BRY,$0.52 B
,,,,,TeraWulf,WULF,$0.52 B
,,,,,Holley,HLLY,$0.52 B
,,,,,Pulse Biosciences,PLSE,$0.52 B
,,,,,Frontera Energy,FEC.TO,$0.52 B
,,,,,Xponential Fitness,XPOF,$0.52 B
,,,,,Peapack-Gladstone Financial,PGC,$0.52 B
,,,,,Ocular Therapeutix,OCUL,$0.52 B
,,,,,Lightwave Logic,LWLG,$0.52 B
,,,,,Luther Burbank,LBC,$0.52 B
,,,,,Columbia Care,CCHWF,$0.52 B
,,,,,United Fire Group,UFCS,$0.52 B
,,,,,Health Catalyst,HCAT,$0.52 B
,,,,,Equity BancShares,EQBK,$0.52 B
,,,,,Runway Growth Finance,RWAY,$0.52 B
,,,,,Washington Trust Bancorp,WASH,$0.51 B
,,,,,Central Pacific Financial,CPF,$0.51 B
,,,,,Replimune,REPL,$0.51 B
,,,,,Tyra Biosciences,TYRA,$0.51 B
,,,,,Atlanticus,ATLC,$0.51 B
,,,,,Vitru,VTRU,$0.51 B
,,,,,First Foundation,FFWM,$0.51 B
,,,,,Aurelius Group,AR4.DE,$0.51 B
,,,,,Anavex Life Sciences,AVXL,$0.51 B
,,,,,ProCredit,PCZ.DE,$0.51 B
,,,,,Cloetta,CLA-B.ST,$0.51 B
,,,,,Celesc (Centrais Elétricas de Santa Catarina),CLSC4.SA,$0.51 B
,,,,,Fisker,FSR,$0.51 B
,,,,,SandRidge Energy,SD,$0.51 B
,,,,,Consolidated Communications,CNSL,$0.50 B
,,,,,Aveanna Healthcare,AVAH,$0.50 B
,,,,,Calavo Growers,CVGW,$0.50 B
,,,,,IGM Biosciences,IGMS,$0.50 B
,,,,,IGG Inc,0799.HK,$0.50 B
,,,,,DocGo,DCGO,$0.50 B
,,,,,Geopark,GPRK,$0.50 B
,,,,,Velocity Financial,VEL,$0.50 B
,,,,,Cantaloupe,CTLP,$0.50 B
,,,,,Telesat,TSAT,$0.50 B
,,,,,CEVA,CEVA,$0.50 B
,,,,,American National Bank & Trust Company,AMNB,$0.50 B
,,,,,Gladstone Land,LAND,$0.50 B
,,,,,Ribbon Communications,RBBN,$0.50 B
,,,,,VIB Vermögen,VIH1.F,$0.50 B
,,,,,Delta Corp,DELTACORP.NS,$0.50 B
,,,,,GrafTech,EAF,$0.50 B
,,,,,Immunome,IMNM,$0.50 B
,,,,,Piedmont Lithium,PLL,$0.49 B
,,,,,Gladstone Investment,GAIN,$0.49 B
,,,,,Lyell Immunopharma,LYEL,$0.49 B
,,,,,Shinpoong Pharm,019170.KS,$0.49 B
,,,,,Fujimori Kogyo,7917.T,$0.49 B
,,,,,Biglari,BH,$0.49 B
,,,,,First Financial,THFF,$0.49 B
,,,,,Stoneridge,SRI,$0.49 B
,,,,,Jain Irrigation Systems,JISLDVREQS.NS,$0.49 B
,,,,,Mail.ru Group,RL9A.F,$0.49 B
,,,,,Oil-Dri Corporation Of America,ODC,$0.49 B
,,,,,SciPlay,SCPL,$0.49 B
,,,,,OneWater Marine,ONEW,$0.49 B
,,,,,Time Technoplast,TIMETECHNO.NS,$0.49 B
,,,,,Cogent Biosciences,COGT,$0.49 B
,,,,,GoPro,GPRO,$0.49 B
,,,,,Ashoka Buildcon,ASHOKA.NS,$0.49 B
,,,,,Johnson Outdoors,JOUT,$0.49 B
,,,,,Magic Software,MGIC,$0.49 B
,,,,,PayPoint,PAY.L,$0.49 B
,,,,,NextNav,NN,$0.49 B
,,,,,India Tourism Development Corp,ITDC.NS,$0.49 B
,,,,,Organogenesis,ORGO,$0.48 B
,,,,,Enento Group,ENENTO.HE,$0.48 B
,,,,,TPG Real Estate Finance Trust,TRTX,$0.48 B
,,,,,IFB Industries,IFBIND.NS,$0.48 B
,,,,,ORIC Pharmaceuticals,ORIC,$0.48 B
,,,,,Betterware de Mexico,BWMX,$0.48 B
,,,,,Boston Omaha,BOC,$0.48 B
,,,,,Vaalco Energy,EGY,$0.48 B
,,,,,Aris Water Solutions,ARIS,$0.48 B
,,,,,Voyager Therapeutics,VYGR,$0.48 B
,,,,,Designer Brands,DBI,$0.48 B
,,,,,SurModics,SRDX,$0.48 B
,,,,,Hathway,HATHWAY.NS,$0.48 B
,,,,,Entrada Therapeutics,TRDA,$0.48 B
,,,,,Microvision,MVIS,$0.48 B
,,,,,Universal Insurance Holdings,UVE,$0.48 B
,,,,,Forrester Research,FORR,$0.48 B
,,,,,OppFi,OPFI,$0.48 B
,,,,,Janux Therapeutics,JANX,$0.48 B
,,,,,Tellurian,TELL,$0.48 B
,,,,,EZCorp,EZPW,$0.47 B
,,,,,VA Tech Wabag,WABAG.NS,$0.47 B
,,,,,Sichuan Xunyou Network Technology,300467.SZ,$0.47 B
,,,,,Capital City Bank Group,CCBG,$0.47 B
,,,,,Youdao,DAO,$0.47 B
,,,,,Nurix Therapeutics,NRIX,$0.47 B
,,,,,Far East Consortium International,0035.HK,$0.47 B
,,,,,i-80 Gold,IAUX,$0.47 B
,,,,,IsoEnergy,ISO.V,$0.47 B
,,,,,Wing Tai Properties,0369.HK,$0.47 B
,,,,,Orthofix Medical,OFIX,$0.47 B
