company,esg_rating,stock_name
"Shanghai Zijiang Enterprise Group Co., Ltd.",22.8,SHG:600210
Shangri-La Asia Ltd.,30.8,HKG:69
"Shantui Construction Machinery Co., Ltd.",33.4,SHE:000680
"Shanxi Blue Flame Holding Co., Ltd.",53.5,SHE:000968
"Shanxi Coking Co., Ltd.",49.0,SHG:600740
"Shanxi Coking Coal Energy Group Co., Ltd.",57.7,SHE:000983
"Shanxi Lanhua Sci-Tech Venture Co., Ltd.",50.9,SHG:600123
"Shanxi Lu'An Environmental Energy Development Co., Ltd.",58.5,SHG:601699
"Shanxi Meijin Energy Co., Ltd.",52.0,SHE:000723
"Shanxi Securities Co., Ltd.",34.1,SHE:002500
"Shanxi Taigang Stainless Steel Co., Ltd.",48.8,SHE:000825
"Shanxi Xinghuacun Fen Wine Factory Co., Ltd.",32.3,SHG:600809
"Shanying International Holdings Co., Ltd.",31.1,SHG:600567
Shapir Engineering & Industry Ltd.,41.2,TAE:SPEN
Sharda Cropchem Ltd.,44.1,BOM:538666
"Sharecare, Inc.",20.6,NAS:SHCR
Sharjah Islamic Bank,33.9,ADS:SIB
Sharjah Sukuk Ltd.,42.9,-
Sharp Corp.,21.0,TKS:6753
"Shaw Communications, Inc.",26.8,-
Shawcor Ltd.,25.7,TSE:MATR
Sheela Foam Ltd.,33.4,BOM:540203
Shelf Drilling Ltd.,24.6,OSL:SHLF
Shell Plc,33.7,LON:SHEL
Shenandoah Telecommunications Co. (Virginia),30.6,NAS:SHEN
Sheng Siong Group Ltd.,18.0,SES:OV8
"Sheng Yu Steel Co., Ltd.",37.0,TAI:2029
"Shengda Resources Co., Ltd.",47.9,SHE:000603
"Shenghe Resources Holding Co., Ltd.",55.3,SHG:600392
"Shengyi Technology Co., Ltd.",23.6,SHG:600183
"Shennan Circuits Co., Ltd.",22.3,SHE:002916
"Shenwan Hongyuan (International) Group Co., Ltd.",28.0,-
"Shenwan Hongyuan Group Co., Ltd.",32.4,HKG:6806
"Shenyang Xingqi Pharmaceutical Co., Ltd.",31.9,SHE:300573
"Shenzhen Agricultural Products Group Co., Ltd.",45.5,SHE:000061
"Shenzhen Airport Co., Ltd.",22.1,SHE:000089
"Shenzhen Aisidi Co., Ltd.",33.6,SHE:002416
"Shenzhen Capchem Technology Co., Ltd.",30.9,SHE:300037
"Shenzhen Center Power Tech. Co., Ltd.",32.2,SHE:002733
"Shenzhen Changhong Technology Co., Ltd.",23.4,SHE:300151
"Shenzhen Click Technology Co., Ltd.",27.0,SHE:002782
"Shenzhen Colibri Technologies Co., Ltd.",37.9,SHE:002957
"Shenzhen Comix Group Co., Ltd.",14.4,SHE:002301
"Shenzhen Das Intellitech Co., Ltd.",27.4,SHE:002421
"Shenzhen Deren Electronic Co., Ltd.",29.0,SHE:002055
"Shenzhen Desay Battery Technology Co., Ltd.",31.7,SHE:000049
"Shenzhen Dynanonic Co., Ltd.",33.2,SHE:300769
"Shenzhen Energy Group Co., Ltd.",48.9,SHE:000027
"Shenzhen Everwin Precision Technology Co., Ltd.",27.8,SHE:300115
Shenzhen Expressway Corp. Ltd.,12.2,HKG:548
"Shenzhen Fastprint Circuit Tech Co., Ltd.",24.8,SHE:002436
Shenzhen Fortune Trend Technology Co. Ltd.,27.0,SHG:688318
"Shenzhen FRD Science & Technology Co., Ltd.",27.2,SHE:300602
Shenzhen Gas Corp. Ltd.,40.4,SHG:601139
"Shenzhen Gongjin Electronics Co., Ltd.",22.3,SHG:603118
"Shenzhen H&T Intelligent Control Co., Ltd.",28.6,SHE:002402
"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",36.0,HKG:9989
"Shenzhen Huaqiang Industry Co., Ltd.",31.0,SHE:000062
"Shenzhen Infogem Technologies Co., Ltd.",29.8,SHE:300085
"Shenzhen Inovance Technology Co., Ltd.",25.0,SHE:300124
Shenzhen International Holdings Ltd.,13.2,HKG:152
Shenzhen Investment Ltd.,15.9,HKG:604
"Shenzhen Jinjia Group Co., Ltd.",11.3,SHE:002191
"Shenzhen Kaifa Technology Co., Ltd.",14.2,SHE:000021
"Shenzhen Kangtai Biological Products Co., Ltd.",30.2,SHE:300601
"Shenzhen Kedali Industry Co., Ltd.",35.8,SHE:002850
"Shenzhen Kingdom Sci-tech Co., Ltd.",27.0,SHG:600446
"Shenzhen Kinwong Electronic Co., Ltd.",23.8,SHG:603228
"Shenzhen Kstar Science & Technology Co., Ltd.",27.4,SHE:002518
"Shenzhen Leaguer Co., Ltd.",18.1,SHE:002243
"Shenzhen Megmeet Electrical Co., Ltd.",25.4,SHE:002851
"Shenzhen Microgate Technology Co., Ltd.",23.7,SHE:300319
"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",25.8,SHE:300760
"Shenzhen MTC Co., Ltd.",31.3,SHE:002429
"Shenzhen Neptunus Bioengineering Co., Ltd.",26.2,SHE:000078
"Shenzhen New Industries Biomedical Engineering Co., Ltd.",37.9,SHE:300832
Shenzhen New Nanshan Holding (Group) Co. Ltd.,28.6,SHE:002314
"Shenzhen Overseas Chinese Town Co., Ltd.",26.0,SHE:000069
Shenzhen S.C New Energy Technology Corp.,30.1,SHE:300724
"Shenzhen Salubris Pharmaceuticals Co., Ltd.",38.5,SHE:002294
"Shenzhen SED Industry Co., Ltd.",25.9,SHE:000032
"Shenzhen Senior Technology Material Co., Ltd.",34.5,SHE:300568
"Shenzhen SEZ Real Estate & Properties (Group) Co., Ltd.",26.7,SHE:000029
"Shenzhen Sunline Tech Co., Ltd.",27.2,SHE:300348
"Shenzhen Sunlord Electronics Co., Ltd.",29.2,SHE:002138
"Shenzhen Sunmoon Microelectronics Co., Ltd.",39.5,SHG:688699
"Shenzhen Sunway Communication Co., Ltd.",23.9,SHE:300136
"Shenzhen Tagen Group Co., Ltd.",45.9,SHE:000090
"Shenzhen Tellus Holding Co., Ltd.",29.2,SHE:000025
"Shenzhen Topband Co., Ltd.",16.1,SHE:002139
"Shenzhen Transsion Holding Co., Ltd.",21.6,SHG:688036
"Shenzhen Woer Heat-Shrinkable Material Co., Ltd.",26.3,SHE:002130
"Shenzhen WorldUnion Group, Inc.",15.9,SHE:002285
"Shenzhen Yan Tian Port Holdings Co., Ltd.",19.0,SHE:000088
"Shenzhen Yinghe Technology Co., Ltd.",36.5,SHE:300457
"Shenzhen YSSTech Information Technology Co., Ltd.",26.6,SHE:300377
"Shenzhen YUTO Packaging Technology Co., Ltd.",21.9,SHE:002831
"Shenzhen Zhongjin Lingnan Nonfemet Co., Ltd.",56.4,SHE:000060
Shenzhou International Group Holdings Ltd.,16.7,HKG:2313
"Shibaura Machine Co., Ltd.",27.7,TKS:6104
Shibaura Mechatronics Corp.,22.8,TKS:6590
Shibuya Corp.,38.2,TKS:6340
"SHIFT, Inc.",19.1,TKS:3697
"Shift4 Payments, Inc.",28.4,NYS:FOUR
Shihlin Electric & Engineering Corp.,19.1,TAI:1503
Shihlin Paper Corp.,22.9,TAI:1903
"Shijiazhuang Changshan Beiming Technology Co., Ltd.",24.6,SHE:000158
"Shijiazhuang Yiling Pharmaceutical Co., Ltd.",40.3,SHE:002603
"Shikoku Electric Power Co., Inc.",51.4,TKS:9507
Shikoku Kasei Holdings Corp.,29.9,TKS:4099
Shikun & Binui Ltd.,33.0,TAE:SKBN
Shima Seiki Mfg. Ltd.,31.2,TKS:6222
Shimadzu Corp.,12.4,TKS:7701
"SHIMAMURA Co., Ltd.",20.1,TKS:8227
"Shimano, Inc.",15.4,TKS:7309
Shimao Group Holdings Ltd.,22.0,HKG:813
Shimao Services Holdings Ltd.,12.1,HKG:873
"Shimizu Bank, Ltd.",32.3,TKS:8364
Shimizu Corp.,36.2,TKS:1803
"SHIMOJIMA Co., Ltd.",27.1,TKS:7482
"Shin Foong Specialty & Applied Materials Co., Ltd.",21.8,TAI:6582
Shin Kong Financial Holding Co. Ltd.,24.0,TAI:2888
"Shin Nippon Air Technologies Co., Ltd.",28.7,TKS:1952
"Shin Nippon Biomedical Laboratories, Ltd.",19.2,TKS:2395
"Shin Zu Shing Co., Ltd.",26.8,TAI:3376
"Shin-Etsu Chemical Co., Ltd.",28.1,TKS:4063
"Shin-Etsu Polymer Co., Ltd.",27.6,TKS:7970
Shindengen Electric Manufacturing Co. Ltd.,26.4,TKS:6844
"Shinfox Energy Co., Ltd.",31.8,TAI:6806
"Shinghwa Advanced Material Group Co., Ltd.",31.4,SHG:603026
"Shinhan Alpha REIT Co., Ltd.",24.1,KRX:293940
"Shinhan Card Co., Ltd.",21.1,-
"Shinhan Financial Group Co., Ltd.",23.2,KRX:055550
"Shining Building Business Co., Ltd.",21.8,TAI:5531
"Shinko Electric Industries Co., Ltd.",32.6,TKS:6967
"Shinko Shoji Co., Ltd.",13.5,TKS:8141
"Shinkong Insurance Co., Ltd.",28.1,TAI:2850
Shinkong Synthetic Fibers Corp.,26.7,TAI:1409
"Shinkong Textile Co., Ltd.",17.4,TAI:1419
"ShinMaywa Industries, Ltd.",32.7,TKS:7224
Shinnihon Corp.,41.2,TKS:1879
"Shinpoong Pharmaceutical Co., Ltd.",34.0,KRX:019170
"Shinsegae Co., Ltd.",20.4,KRX:004170
Shinsegae International Inc.,20.1,KRX:031430
"SHINSUNG E&G Co., Ltd.",41.6,KRX:011930
"Shinsung Tongsang Co., Ltd.",20.8,KRX:005390
"Shinwa Co., Ltd.",32.9,TKS:7607
"Shiny Chemical Industrial Co., Ltd.",28.8,TAI:1773
"Shinyoung Securities Co., Ltd.",35.1,KRX:001720
"Shionogi & Co., Ltd.",24.4,TKS:4507
"SHIP HEALTHCARE HOLDINGS, INC.",21.3,TKS:3360
"Shiseido Co., Ltd.",24.0,TKS:4911
"Shizuoka Financial Group, Inc.",28.6,TKS:5831
"Shizuoka Gas Co., Ltd.",40.4,TKS:9543
SHO-BOND Holdings Co. Ltd.,43.8,TKS:1414
"Shoals Technologies Group, Inc.",24.5,NAS:SHLS
"Shochiku Co., Ltd.",21.6,TKS:9601
"Shockwave Medical, Inc.",25.7,NAS:SWAV
"Shoe Carnival, Inc.",19.2,NAS:SCVL
Shoei Co. Ltd. (7839),23.1,TKS:7839
Shoei Foods Corp.,18.8,TKS:8079
"Shopify, Inc.",21.0,NYS:SHOP
Shoprite Holdings Ltd.,25.7,JSE:SHP
"Shore Bancshares, Inc.",30.0,NAS:SHBI
Shoucheng Holdings Ltd.,26.5,HKG:697
Shougang Fushan Resources Group Ltd.,35.4,HKG:639
"Showa Sangyo Co., Ltd.",33.6,TKS:2004
Shree Cement Ltd.,29.0,BOM:500387
Shree Renuka Sugars Ltd.,41.7,BOM:532670
Shriram Finance Ltd.,20.4,BOM:511218
Shufersal Ltd.,22.5,TAE:SAE
Shui On Land Ltd.,18.7,HKG:272
Shun Tak Holdings Ltd.,34.6,HKG:242
Shunfa Hengye Corp.,25.7,SHE:000631
Shurgard Self Storage Ltd.,10.8,BRU:SHUR
"Shutterstock, Inc.",26.5,NYS:SSTK
"SI-BONE, Inc.",27.4,NAS:SIBN
SIA Engineering Co. Ltd.,17.9,SES:S59
"Siam City Cement Public Co., Ltd.",29.7,BKK:SCCC
"Siam Global House Public Co., Ltd.",18.5,BKK:GLOBAL
Siamgas & Petrochemicals Public Co. Ltd.,37.5,BKK:SGP
"SIASUN Robot & Automation CO., Ltd.",36.2,SHE:300024
Sibanye Stillwater Ltd.,24.3,JSE:SSW
Sichuan Anning Iron & Titanium Co. Ltd.,41.4,SHE:002978
"Sichuan Chuantou Energy Co., Ltd.",25.6,SHG:600674
"Sichuan Development Lomon Co., Ltd.",48.1,SHE:002312
Sichuan Expressway Co. Ltd.,14.3,HKG:107
"Sichuan Haite High-Tech Co., Ltd.",44.2,SHE:002023
"Sichuan Hebang Biotechnology Co., Ltd.",53.0,SHG:603077
"Sichuan Hexie Shuangma Co., Ltd.",37.3,SHE:000935
"Sichuan Kelun Pharmaceutical Co., Ltd.",38.0,SHE:002422
"Sichuan New Energy Power Co., Ltd.",52.6,SHE:000155
"Sichuan Road & Bridge Co., Ltd.",53.8,SHG:600039
"Sichuan Swellfun Co., Ltd.",28.5,SHG:600779
"Sichuan Teway Food Group Co., Ltd.",37.6,SHG:603317
"Sichuan Yahua Industrial Group Co., Ltd.",36.5,SHE:002497
SICIT Group SpA,22.2,MIL:WSICT
Siegfried Holding AG,18.3,SWX:SFZN
Siemens AG,28.7,ETR:SIE
Siemens Energy AG,13.6,ETR:ENR
Siemens Gamesa Renewable Energy SA,15.1,-
Siemens Healthineers AG,19.8,ETR:SHL
Siemens Ltd.,35.3,BOM:500550
"Sienna Senior Living, Inc.",35.4,TSE:SIA
Sierra Bancorp,27.4,NAS:BSRR
SierraCol Energy Ltd.,27.1,-
"Sieyuan Electric Co., Ltd.",24.8,SHE:002028
SIG Group AG,13.9,SWX:SIGN
SIG Plc,21.8,LON:SHI
"SIGA Technologies, Inc.",32.9,NAS:SIGA
Sigdo Koppers SA,38.3,SGO:SK
"Sight Sciences, Inc.",30.8,NAS:SGHT
Sigma Alimentos SA de CV,29.7,MEX:SIGMAA
Sigma Healthcare Ltd.,14.7,ASX:SIG
"SIGMAXYZ Holdings, Inc.",25.1,TKS:6088
Signa Development Selection AG,11.4,-
Signa Prime Selection AG,6.7,-
"Signature Bank (New York, New York)",32.0,OTC:SBNY
Signet Jewelers Ltd.,14.5,NYS:SIG
"Signify Health, Inc.",23.4,-
Signify NV,13.3,AMS:LIGHT
Sigurd Microelectronics Corp.,40.1,TAI:6257
Sihuan Pharmaceutical Holdings Group Ltd.,28.8,HKG:460
SII SA,21.3,PAR:SII
SIIX Corp.,14.9,TKS:7613
Sika AG,18.9,SWX:SIKA
"Sikarin Public Co., Ltd.",25.6,BKK:SKR
Silergy Corp.,20.2,TAI:6415
Silex Systems Ltd.,37.9,ASX:SLX
"Silgan Holdings, Inc.",21.7,NYS:SLGN
Silicon Integrated Systems Corp.,35.3,TAI:2363
"Silicon Laboratories, Inc.",17.6,NAS:SLAB
"Silk Road Medical, Inc.",27.3,NAS:SILK
Silknet JSC,26.0,-
"SillaJen, Inc.",30.8,KRX:215600
Siltronic AG,16.9,ETR:WAF
Silver Lake Resources Ltd.,54.5,ASX:SLR
"SilverBow Resources, Inc.",52.0,NYS:SBOW
"Silvercorp Metals, Inc.",25.3,TSE:SVM
"Silvercrest Asset Management Group, Inc.",36.1,NAS:SAMG
"SilverCrest Metals, Inc.",47.9,TSE:SIL
Silvergate Capital Corp.,24.5,OTC:SICP
Silverlake Axis Ltd.,20.2,SES:5CP
Simcere Pharmaceutical Group Ltd.,31.3,HKG:2096
Simcoe County District School Board,15.0,-
SimCorp A/S,19.1,-
Sime Darby Bhd.,23.7,KLS:4197
Sime Darby Plantation Bhd.,24.6,KLS:5285
Sime Darby Property Bhd.,13.7,KLS:5288
Síminn hf,22.8,ICE:SIMINN
Simmons First National Corp.,29.3,NAS:SFNC
"SIMMTECH Co., Ltd.",39.7,KRX:222800
Simon Fraser University,14.0,-
"Simon Property Group, Inc.",13.4,NYS:SPG
Simpar SA,17.8,BSP:SIMH3
"Simplex Holdings, Inc.",24.7,TKS:4373
"Simplo Technology Co., Ltd.",22.5,ROCO:6121
"Simpson Manufacturing Co., Inc.",22.1,NYS:SSD
Sims Ltd.,18.1,ASX:SGM
"Simulations Plus, Inc.",17.9,NAS:SLP
Sinad Holding Co.,29.9,SAU:4080
Sinai Health System,36.1,-
"SINANEN Holdings Co., Ltd.",45.1,TKS:8132
Sinarmas Land Ltd.,14.5,SES:A26
"SINBON Electronics Co., Ltd.",19.2,TAI:3023
Sincere Navigation Corp.,22.9,TAI:2605
Sinch AB,22.3,OME:SINCH
"Sinclair Broadcast Group, Inc.",21.5,-
"Sindoh Co., Ltd.",22.3,KRX:029530
"Sineng Electric Co., Ltd.",32.3,SHE:300827
"Sinfonia Technology Co., Ltd.",29.1,TKS:6507
Singamas Container Holdings Ltd.,35.9,HKG:716
Singapore Airlines Ltd.,28.1,SES:C6L
Singapore Exchange Ltd.,21.6,SES:S68
Singapore Post Ltd.,17.0,SES:S08
Singapore Technologies Engineering Ltd.,29.3,SES:S63
Singapore Telecommunications Ltd.,21.4,SES:Z74
Singer Thailand Public Co. Ltd.,19.8,BKK:SINGER
Singha Estate Public Co. Ltd.,16.5,BKK:S
Singtel Optus Pty Ltd.,28.1,-
"Singular Genomics Systems, Inc.",31.1,NAS:OMIC
Sinko Industries Ltd.,29.3,TKS:6458
Sino Biological Inc.,34.6,SHE:301047
Sino Biopharmaceutical Ltd.,31.7,HKG:1177
"Sino Geophysical Co., Ltd.",36.7,SHE:300191
Sino Land Co. Ltd.,12.3,HKG:83
Sino Wealth Electronic Ltd.,36.6,SHE:300327
"Sino-American Silicon Products, Inc.",24.6,ROCO:5483
Sino-Ocean Group Holdings Ltd.,15.5,HKG:3377
"Sino-platinum Metals Co., Ltd.",49.0,SHG:600459
Sino-Thai Engineering & Construction Public Co. Ltd.,33.1,BKK:STEC
"Sinocare, Inc.",33.3,SHE:300298
"Sinochem Group Co., Ltd.",38.8,-
"Sinochem Hong Kong (Group) Co., Ltd.",12.9,-
Sinochem International Corp.,34.6,SHG:600500
Sinochem Overseas Capital Co. Ltd.,51.7,-
Sinofert Holdings Ltd.,33.7,HKG:297
"Sinofibers Technology Co., Ltd.",30.2,SHE:300777
"Sinolink Securities Co., Ltd.",29.1,SHG:600109
"Sinoma International Engineering Co., Ltd.",42.1,SHG:600970
"Sinoma Science & Technology Co., Ltd.",43.0,SHE:002080
"Sinomine Resource Group Co., Ltd.",61.1,SHE:002738
Sinon Corp.,33.6,TAI:1712
"SinoPac Financial Holdings Co., Ltd.",18.8,TAI:2890
"SINOPEC Engineering (Group) Co., Ltd.",29.4,HKG:2386
Sinopec Kantons Holdings Ltd.,32.0,HKG:934
Sinopec Oilfield Service Corp.,30.8,HKG:1033
"Sinopec Shanghai Petrochemical Co., Ltd.",28.6,HKG:338
"Sinopharm Group Co., Ltd.",17.6,HKG:1099
"Sinosoft Co., Ltd.",16.8,SHG:603927
"Sinosteel Engineering & Technology Co., Ltd.",40.4,SHE:000928
Sinotrans Ltd.,21.1,HKG:598
Sinotruk Hong Kong Ltd.,32.0,HKG:3808
Sinpas Gayrimenkul Yatirim Ortakligi AS,24.0,IST:SNGYO.E
SinterCast AB,29.4,OME:SINT
Sintokogio Ltd.,30.9,TKS:6339
"Sinyi Realty, Inc.",6.5,TAI:9940
SIPEF SA/NV,32.8,BRU:SIP
Sirius Real Estate Ltd.,15.2,LON:SRE
"Sirius XM Holdings, Inc.",16.1,NAS:SIRI
SiriusPoint Ltd.,25.9,NYS:SPNT
Sirnaomics Ltd.,26.7,HKG:2257
SIS Ltd. (India),23.0,BOM:540673
Sisal SpA,8.9,-
Sistema PJSFC,10.0,MIC:AFKS
"SITC International Holdings Co., Ltd.",23.8,HKG:1308
SITE Centers Corp.,14.3,NYS:SITC
SiteMinder Ltd.,21.8,ASX:SDR
"SiteOne Landscape Supply, Inc.",17.8,NYS:SITE
SiTime Corp.,32.2,NAS:SITM
Sitio Royalties Corp.,53.1,NYS:STR
Sitronix Technology Corp.,27.4,TAI:8016
Sivers Semiconductors AB,26.2,OME:SIVE
Six Flags Entertainment Corp.,25.4,NYS:SIX
SIX Group AG,28.8,-
SixSigma Networks México SA de CV,21.7,-
Sixt SE,14.5,ETR:SIX2
SJM Holdings Ltd.,28.1,HKG:880
Sjóvá-Almennar tryggingar hf,32.5,ICE:SJOVA
SJVN Ltd.,38.1,BOM:533206
SJW Group,29.9,NYS:SJW
"SK Biopharmaceuticals Co., Ltd.",29.1,KRX:326030
"SK bioscience Co., Ltd.",27.7,KRX:302440
SK Chemicals Co. Ltd.,34.9,KRX:285130
SK D&D Co. Ltd.,23.0,KRX:210980
SK Discovery Co. Ltd.,50.0,KRX:006120
"SK Gas Co., Ltd.",26.9,KRX:018670
"SK hynix, Inc.",18.6,KRX:000660
"Sk Ie Technology Co., Ltd.",21.1,KRX:361610
"SK Innovation Co., Ltd.",36.7,KRX:096770
"SK Networks Co., Ltd.",17.3,KRX:001740
"SK Oceanplant Co., Ltd.",54.9,KRX:100090
"SK REIT Co., Ltd.",24.6,KRX:395400
"SK Securities Co., Ltd.",29.8,KRX:001510
SK Square Co. Ltd.,34.4,KRX:402340
"SK Telecom Co., Ltd.",25.9,KRX:017670
"SK, Inc.",41.9,KRX:034730
SKAN Group AG,25.8,SWX:SKAN
Skandinaviska Enskilda Banken AB,24.2,OME:SEB.A
Skanska AB,28.4,OME:SKA.B
"SKC Co., Ltd.",34.3,KRX:011790
"Skechers U.S.A., Inc.",24.4,NYS:SKX
Skeena Resources Ltd.,27.1,TSE:SKE
Skellerup Holdings Ltd.,28.9,NZE:SKL
SKF AB,17.1,OME:SKF.B
SKF India Ltd.,21.2,BOM:500472
Skillsoft Corp.,29.3,NYS:SKIL
"Skillz, Inc.",19.8,NYS:SKLZ
Skipton Building Society,26.1,-
SkiStar AB,19.6,OME:SKIS.B
SKP Resources Bhd.,34.0,KLS:7155
"SKSHU Paint Co., Ltd.",30.1,SHG:603737
Sky Ltd.,15.1,-
SKY Network Television Ltd.,18.3,NZE:SKT
"SKY Perfect JSAT Holdings, Inc.",20.3,TKS:9412
"Sky West, Inc.",32.1,NAS:SKYW
SKYCITY Entertainment Group Ltd.,21.5,NZE:SKC
"Skylark Holdings Co., Ltd.",27.6,TKS:3197
Skyline Champion Corp.,21.4,NYS:SKY
"Skywater Technology, Inc.",35.2,NAS:SKYT
"Skyworks Solutions, Inc.",27.9,NAS:SWKS
"Skyworth Digital Co., Ltd.",22.4,SHE:000810
Skyworth Group Ltd.,23.0,HKG:751
SL Corp.,18.0,KRX:005850
SL Green Realty Corp.,13.0,NYS:SLG
Šlandsbanken Abp,25.1,HEL:ALBBV
Slate Grocery REIT,15.9,TSE:SGR.UT
SLC Agricola SA,33.7,BSP:SLCE3
"Sleep Country Canada Holdings, Inc.",16.2,TSE:ZZZ
Sleep Cycle AB,22.0,OME:SLEEP
Sleep Number Corp.,10.2,NAS:SNBR
Sligro Food Group NV,17.5,AMS:SLIGR
SLM Corp.,22.3,NAS:SLM
Slovenská sporitelna AS,20.2,-
SM Energy Co.,34.2,NYS:SM
SM Investments Corp.,12.7,PHS:SM
"SM Prime Holdings, Inc.",20.5,PHS:SMPH
SMA Solar Technology AG,17.0,ETR:S92
"SMART Global Holdings, Inc.",22.9,NAS:SGH
Smart Metering Systems Plc,11.5,LON:SMS
SmartCentres Real Estate Investment Trust,15.0,TSE:SRU.UT
"SmartFinancial, Inc.",30.6,NYS:SMBK
Smartfit Escola de Ginástica e Dança SA,18.5,BSP:SMFT3
Smartgroup Corp. Ltd.,11.7,ASX:SIQ
SmarTone Telecommunications Holdings Ltd.,30.0,HKG:315
smartphoto group NV,29.6,BRU:SMAR
"SmartRent, Inc.",26.7,NYS:SMRT
"Smartsheet, Inc.",18.3,NYS:SMAR
SMC Corp. (Japan),31.6,TKS:6273
SMC Global Power Holdings Corp.,43.5,-
SMCP SA,15.7,PAR:SMCP
Smith & Nephew plc,24.1,LON:SN
"Smith & Wesson Brands, Inc.",19.2,NAS:SWBI
"Smithfield Foods, Inc.",29.4,-
Smiths Group Plc,27.6,LON:SMIN
Smiths News Plc,10.2,LON:SNWS
Smoore International Holdings Ltd.,24.9,HKG:6969
"SMS Co., Ltd.",24.1,TKS:2175
SMU SA,27.4,SGO:SMU
Smurfit Kappa Group Plc,10.7,LON:SKG
SN Nuclearelectrica SA,23.5,BSE:SNN
SNAM SpA,14.3,MIL:SRG
Snap One Holdings Corp.,23.7,NAS:SNPO
"Snap-On, Inc.",28.0,NYS:SNA
"Snap, Inc.",21.6,NYS:SNAP
"SNC-Lavalin Group, Inc.",26.6,TSE:ATRL
SNCF Réseau SA,11.3,-
"Snow Peak, Inc. (Japan)",15.5,TKS:7816
"Snowflake, Inc.",18.9,NYS:SNOW
"SNT MOTIV Co., Ltd.",21.5,KRX:064960
"Sobeys, Inc.",14.3,-
Sobha Ltd.,20.7,BOM:532784
Sociedad de Inversiones Oro Blanco SA,39.3,SGO:OROBLANCO
Sociedad Quimica y Minera de Chile SA,27.2,SGO:SQM.B
Società Cattolica di Assicurazioni SpA,26.6,-
Société BIC SA,26.9,PAR:BB
Société de Fabrication de Boissons de Tunisie SA,32.8,TUN:SFBT
Société du Grand Paris,37.3,-
Société Foncière Lyonnaise SA,13.3,PAR:FLY
Société Générale SA,19.6,PAR:GLE
Société Nationale SNCF,23.8,-
Sodexo SA,22.4,PAR:SW
"Sodexo, Inc.",21.0,-
"Sodick Co., Ltd.",29.4,TKS:6143
"SoFi Technologies, Inc.",27.0,NAS:SOFI
Sofidel SpA,14.4,-
Sofina SA,10.6,BRU:SOF
Soft-World International Corp.,15.5,ROCO:5478
SoftBank Corp.,18.6,TKS:9434
SoftBank Group Corp.,25.3,TKS:9984
Softcat Plc,17.4,LON:SCT
Softchoice Corp.,22.2,TSE:SFTC
Softcreate Holdings Corp.,23.0,TKS:3371
Softronic AB,17.0,OME:SOF.B
Software AG,16.0,ETR:SOW
SoftwareONE Holding AG,18.1,SWX:SWON
Sogécap SA,13.1,-
Sogefi SpA,9.7,MIL:SGF
"SOHGO SECURITY SERVICES CO., LTD.",18.4,TKS:2331
SOHO China Ltd.,19.3,HKG:410
"Soho House & Co., Inc.",22.6,NYS:SHCO
Sohu.com Ltd.,30.1,NAS:SOHU
Soitec SA,22.4,PAR:SOI
Sojitz Corp.,21.5,TKS:2768
Sok Marketler Ticaret AS,23.5,IST:SOKM.E
SOL SpA,18.5,MIL:SOL
Solar A/S,14.8,CSE:SOLAR.B
Solar Applied Materials Technology Corp.,30.8,ROCO:1785
Solar Industries India Ltd.,22.8,BOM:532725
"SolarEdge Technologies, Inc.",16.4,NAS:SEDG
Solaria Energía y Medio Ambiente SA,16.8,MCE:SLR
"Solaris Oilfield Infrastructure, Inc.",29.5,NYS:SOI
Solarpack Corporación Tecnológica SAU,7.7,-
SolarWinds Corp.,26.4,NYS:SWI
Solasto Corp.,26.5,TKS:6197
SolGold Plc,49.1,LON:SOLG
Solid Försäkrings AB,25.6,OME:SFAB
"Solid Power, Inc.",28.7,NAS:SLDP
"SOLiD, Inc.",30.0,KRX:050890
Soltec Power Holdings SA,16.5,MCE:SOL
SOLUM Co. Ltd.,31.7,KRX:248070
"Solus Advanced Materials Co., Ltd.",56.3,KRX:336370
Solutions 30 SE,22.5,PAR:S30
Solvac SA,35.5,BRU:SOLV
Solvar Ltd.,22.3,ASX:SVR
Solvay SA,24.0,BRU:SOLB
"SomaLogic, Inc.",22.6,NAS:SLGC
Somec SpA,23.5,MIL:SOM
Somfy SA,14.5,-
"Sompo Holdings, Inc.",22.3,TKS:8630
Sona BLW Precision Forgings Ltd.,14.4,BOM:543300
Sonae SGPS SA,19.4,LIS:SON
Sonata Software Ltd.,22.5,BOM:532221
Sonda SA,23.8,SGO:SONDA
"Sonder Holdings, Inc.",33.6,NAS:SOND
"Songcheng Performance Development Co., Ltd.",20.1,SHE:300144
"SONGWON INDUSTRIAL Co., Ltd.",38.3,KRX:004430
"Sonic Automotive, Inc.",18.9,NYS:SAH
Sonic Healthcare Ltd.,18.4,ASX:SHL
"Sonix Technology Co., Ltd.",27.1,TAI:5471
Sonoco Products Co.,21.2,NYS:SON
"Sonos, Inc.",18.6,NAS:SONO
Sonoscape Medical Corp.,35.3,SHE:300633
Sonova Holding AG,16.1,SWX:SOON
Sony Group Corp.,17.1,TKS:6758
"Soochow Securities Co., Ltd.",31.8,SHG:601555
Sopra Steria Group SA,15.3,PAR:SOP
"Sorrento Therapeutics, Inc.",35.9,OTC:SRNEQ
Sosei Group Corp.,26.5,TKS:4565
"SOSiLA Logistics REIT, Inc.",18.5,TKS:2979
